CGPA,Communication,Aptitude,Projects,Internships,Attendance,Coding,Certifications,Backlogs,College_Tier,Branch,Placed
6.82,8,38,2,3,86,46,0,2,3,EE,1
8.97,1,94,4,2,57,36,8,0,2,EE,1
9.7,6,54,6,0,65,66,5,3,2,CSE,1
8.12,2,60,4,3,99,48,5,1,1,CSE,1
8.71,1,48,2,0,81,52,6,2,2,ME,1
9.03,7,87,1,0,62,80,5,2,3,CSE,1
9.23,10,100,1,0,94,94,7,0,1,CE,1
6.98,5,88,2,2,59,62,0,1,1,CSE,1
5.26,5,66,3,2,66,26,3,5,3,CE,0
7.01,3,34,0,0,57,60,7,1,1,CSE,1
8.37,9,47,1,2,88,46,1,0,1,ME,1
7.25,4,64,2,0,63,98,5,4,2,CSE,1
8.74,7,63,3,0,81,40,6,5,2,ECE,1
6.78,2,96,6,3,98,44,2,3,2,IT,1
8.17,4,96,3,2,94,34,8,3,1,ME,1
5.93,9,33,1,2,75,63,8,5,3,ME,1
8.75,8,50,4,0,61,88,1,5,3,CSE,1
7.73,4,68,1,2,89,39,3,0,2,CSE,1
6.02,3,64,4,0,73,68,2,1,1,CSE,1
6.46,4,94,1,1,78,80,1,4,2,CE,1
8.74,5,62,5,2,75,76,1,3,1,ME,1
7.41,10,70,0,1,77,54,8,1,2,IT,1
6.08,3,42,6,2,82,96,7,3,1,CE,1
9.84,9,89,0,1,93,26,1,2,1,IT,1
8.58,6,63,2,3,65,32,4,4,1,ECE,1
9.79,1,78,0,1,74,86,0,3,3,ME,1
7.14,5,97,0,1,95,28,3,2,3,ME,1
7.38,5,69,6,0,99,54,8,1,2,IT,1
9.49,2,31,5,1,81,63,1,0,3,CE,1
7.63,8,70,0,0,93,63,2,0,2,IT,1
8.54,9,73,5,0,94,71,4,5,2,ME,1
6.26,9,56,5,0,82,82,3,5,2,EE,1
7.23,10,82,4,0,72,20,1,1,3,CSE,1
5.62,6,89,0,0,85,99,2,0,1,ME,1
6.03,6,91,6,1,67,31,1,1,3,CSE,1
5.0,8,94,5,1,59,55,0,3,3,CSE,1
5.2,5,50,4,0,69,89,4,1,1,CE,1
9.89,7,83,4,1,65,98,5,1,1,ME,1
6.21,2,90,6,0,65,46,5,1,2,ME,1
8.32,6,43,5,2,58,46,2,1,3,ME,1
9.2,7,49,4,1,92,37,0,1,1,ECE,1
7.75,6,56,6,1,93,97,7,4,3,ECE,1
5.77,9,86,4,0,77,34,6,5,3,CSE,1
8.64,2,47,5,0,92,40,0,2,3,ECE,1
8.0,5,92,5,3,81,22,3,0,1,ECE,1
8.66,2,80,5,0,87,40,1,1,1,CE,1
8.85,7,51,0,3,62,21,7,2,3,CSE,1
9.88,10,58,2,0,95,87,1,1,3,CE,1
7.87,9,71,5,1,99,47,1,2,3,ME,1
6.71,3,72,4,3,55,62,1,1,1,EE,1
8.24,1,34,0,2,67,43,1,3,1,CSE,0
5.34,1,79,4,1,100,39,3,4,3,CSE,0
9.49,5,51,2,1,88,66,2,0,2,CSE,1
5.6,1,88,4,1,96,84,8,4,3,ME,1
6.64,2,70,4,0,73,53,2,2,1,CE,1
9.08,10,53,2,0,83,68,3,1,3,ME,1
7.99,4,80,6,2,94,23,2,3,2,CE,1
6.97,6,93,3,3,71,83,7,1,2,EE,1
7.37,4,30,5,1,60,56,4,1,3,CE,1
9.27,6,95,1,0,70,46,1,1,2,CSE,1
6.7,6,85,0,3,98,32,8,2,1,ECE,1
9.35,1,76,0,0,63,83,7,4,2,EE,1
5.44,9,81,1,1,88,24,7,5,3,IT,0
8.88,5,78,2,0,76,89,8,1,1,IT,1
9.24,7,80,6,0,75,68,1,3,2,CE,1
5.91,5,95,1,3,91,33,3,4,2,ME,1
7.15,3,82,4,2,93,26,7,1,2,IT,1
5.83,2,48,1,2,58,38,3,0,1,CE,1
8.53,6,98,3,0,64,24,6,1,3,CE,1
7.68,5,62,6,2,93,46,5,2,1,ME,1
8.18,5,92,1,3,70,50,1,0,1,EE,1
5.98,5,44,1,0,59,95,5,5,2,CSE,0
6.06,6,61,2,0,100,53,2,3,2,EE,1
5.21,4,84,3,1,97,55,3,2,2,CE,1
6.61,6,98,6,2,93,28,5,5,2,EE,1
7.8,3,63,1,3,76,35,7,0,2,CSE,1
9.29,8,41,1,0,77,47,8,1,2,ECE,1
8.33,9,71,0,1,90,98,8,4,3,ME,1
7.18,5,86,5,3,59,69,2,5,3,IT,1
9.77,9,63,5,0,75,45,3,3,2,EE,1
8.6,3,59,3,0,89,99,7,3,1,CSE,1
9.65,5,39,0,0,85,59,0,2,3,EE,1
7.64,4,65,0,1,94,66,8,0,3,EE,1
6.29,3,48,0,0,90,97,0,3,3,IT,0
5.26,2,34,5,2,75,74,0,5,2,CE,0
8.63,7,82,5,2,63,38,3,2,1,IT,1
5.61,4,100,6,3,83,66,5,5,1,IT,1
6.51,5,78,0,3,100,74,2,5,2,CSE,1
7.66,2,72,5,1,85,24,3,1,2,EE,1
7.82,6,50,2,3,81,42,7,0,1,CE,1
8.0,1,52,6,0,80,82,0,4,1,ECE,1
5.83,6,35,3,1,82,24,0,4,3,ECE,0
6.9,5,34,1,2,87,87,7,5,2,ECE,1
8.09,7,64,4,0,74,77,6,5,1,EE,1
9.85,2,30,5,1,64,37,5,0,3,IT,1
8.64,7,91,0,2,98,85,7,0,2,ECE,1
9.61,9,51,6,1,80,53,0,2,2,ME,1
8.81,5,55,4,1,77,31,5,1,1,CSE,1
7.96,5,65,4,1,69,38,4,0,3,CSE,1
5.96,9,62,6,1,74,46,5,5,2,EE,1
8.33,2,76,4,0,86,96,5,3,1,IT,1
8.12,2,100,3,1,97,22,2,5,2,ECE,1
8.01,1,57,1,0,68,48,3,2,3,CE,0
7.45,2,95,1,0,94,20,8,2,1,ECE,1
7.64,1,54,5,2,77,65,4,2,1,ME,1
6.67,5,39,3,1,64,81,6,2,3,CSE,1
7.6,2,63,5,2,88,99,3,5,3,CE,1
5.99,6,33,2,0,59,95,5,2,2,CSE,1
9.03,9,61,4,0,56,34,0,2,2,IT,1
5.93,4,97,0,0,66,68,4,5,3,EE,0
5.42,5,58,2,2,77,36,2,5,1,CSE,0
7.18,3,59,6,2,71,45,3,0,2,ECE,1
8.29,1,90,4,3,67,76,1,5,2,IT,1
7.19,1,52,5,2,74,78,5,0,1,IT,1
6.38,5,58,1,3,57,65,8,1,3,EE,1
7.79,10,59,4,0,69,56,2,5,1,CSE,1
6.74,2,34,6,2,94,57,3,0,3,ME,1
9.66,2,98,0,0,55,88,2,3,3,ECE,1
9.61,7,53,0,1,69,23,4,0,1,EE,1
7.51,7,75,6,0,99,79,1,5,3,CE,1
6.64,1,52,1,1,76,91,3,1,2,CE,1
8.69,8,49,0,0,90,48,3,1,2,ME,1
5.18,1,65,4,3,67,76,0,0,3,EE,1
7.37,5,100,5,2,69,96,2,1,2,ME,1
6.68,2,72,6,1,99,73,2,2,3,CE,1
9.6,8,44,5,0,89,98,1,3,1,CE,1
5.06,6,78,1,1,84,59,5,1,2,ECE,1
7.76,5,64,4,2,81,51,8,3,1,ME,1
8.7,1,88,4,3,82,85,7,5,2,IT,1
7.43,6,40,5,2,69,90,1,2,2,CE,1
5.43,4,80,6,1,79,66,3,3,2,ME,1
9.86,4,35,2,0,80,84,7,0,1,ME,1
7.59,7,50,0,3,63,100,3,2,1,EE,1
8.07,3,85,3,2,71,20,2,5,3,IT,0
6.18,8,94,1,3,71,44,6,0,3,ME,1
7.42,9,78,6,0,87,96,2,1,3,CE,1
7.15,10,63,6,1,56,57,3,4,3,ECE,1
5.37,8,62,4,1,67,99,2,1,1,ECE,1
5.53,8,96,1,0,74,43,8,3,3,CSE,1
9.19,8,39,4,2,88,25,7,1,1,CE,1
6.2,8,90,5,1,94,72,1,5,2,EE,1
5.97,5,86,1,3,100,31,2,3,1,CE,1
7.52,3,94,0,2,97,28,6,0,3,IT,1
8.84,8,41,2,2,56,73,0,1,1,EE,1
5.31,5,93,5,0,56,87,3,1,1,CSE,1
7.88,7,57,0,3,70,79,7,3,3,EE,1
5.6,10,56,6,2,82,25,2,1,3,ME,1
5.18,10,98,3,3,89,60,7,2,1,ME,1
5.26,8,57,3,2,71,95,4,1,1,ME,1
9.17,4,72,4,1,94,98,4,2,3,ME,1
5.59,10,78,5,0,61,40,1,4,1,CE,1
5.23,7,30,6,1,93,63,5,1,3,CSE,1
7.19,5,38,2,2,70,72,4,5,2,IT,1
9.22,6,99,0,1,75,47,5,5,2,EE,1
6.31,1,63,3,1,99,52,5,5,1,CE,0
7.11,4,46,6,0,100,47,8,5,1,CSE,1
5.2,2,36,2,0,77,45,7,2,2,CSE,0
7.25,9,53,0,0,96,51,7,2,3,ECE,1
7.89,10,94,2,2,81,84,1,0,3,CSE,1
7.85,9,71,2,2,58,33,2,5,2,CSE,1
6.66,2,39,5,1,55,65,5,1,2,IT,1
6.58,4,67,5,1,56,32,7,1,1,ME,1
5.53,8,94,5,2,59,36,8,0,2,CSE,1
6.83,5,41,4,3,97,57,3,3,1,IT,1
5.5,6,73,2,0,82,83,5,3,2,ECE,1
8.83,1,73,1,3,64,84,0,5,2,ECE,1
9.83,4,36,4,3,74,78,2,2,3,IT,1
9.85,4,38,0,0,71,98,3,4,1,ECE,1
9.33,3,47,0,1,59,65,8,3,1,ME,1
8.0,9,47,0,2,65,77,6,3,1,CE,1
8.5,10,60,6,1,64,42,0,0,3,IT,1
6.43,3,93,3,3,99,28,8,4,1,EE,1
8.15,5,30,6,3,75,44,7,0,1,IT,1
7.28,9,85,5,3,78,68,4,2,3,ME,1
7.41,7,77,5,1,75,58,2,2,3,ECE,1
8.79,2,87,5,2,68,63,7,0,1,IT,1
6.41,4,32,5,0,83,22,8,2,1,CSE,1
6.59,4,55,3,1,84,36,1,5,3,EE,0
9.62,10,54,1,2,95,62,7,5,2,EE,1
5.28,3,98,5,2,94,72,7,3,1,CSE,1
7.43,1,45,0,1,98,56,3,4,2,CE,0
9.56,8,30,6,1,71,50,4,2,1,CE,1
8.05,10,46,6,3,70,22,8,3,3,CE,1
7.73,5,30,5,3,80,91,6,5,2,IT,1
6.25,9,70,6,2,93,69,1,1,2,ME,1
6.72,9,31,1,1,90,100,6,1,1,CE,1
9.26,6,86,1,3,82,79,8,5,3,CE,1
7.8,1,92,6,2,91,72,0,1,1,CSE,1
7.57,3,52,1,3,72,65,3,3,2,CSE,1
5.5,7,96,5,1,71,37,6,4,1,CE,1
5.08,7,35,4,3,87,45,0,4,2,CSE,0
9.82,9,40,2,3,63,76,6,5,1,ME,1
6.88,9,45,0,1,77,89,0,2,1,ECE,1
8.02,9,82,3,1,77,52,2,0,2,CE,1
5.4,6,33,2,0,99,97,4,1,1,ME,1
8.42,2,46,1,3,68,29,7,5,2,ME,1
9.66,7,80,0,0,67,38,7,1,2,ME,1
7.88,10,66,5,3,76,28,6,4,3,CE,1
5.63,1,32,5,2,98,87,7,0,3,CE,1
7.91,6,55,4,0,89,83,0,4,3,CSE,1
8.83,9,86,0,0,66,56,3,4,1,ME,1
7.03,4,41,2,3,63,51,5,4,3,ECE,1
9.4,4,51,0,0,61,21,7,1,2,IT,1
8.24,8,96,4,3,64,28,7,2,2,ME,1
9.5,1,52,3,1,87,100,2,2,1,CE,1
8.12,8,45,1,3,61,53,5,2,1,CE,1
5.66,6,61,2,2,92,84,1,4,3,CE,1
6.55,1,46,4,0,61,93,8,4,2,ECE,1
6.01,5,93,6,2,69,35,3,3,2,EE,1
9.54,6,48,2,0,57,82,2,4,1,EE,1
8.8,1,74,1,3,85,20,6,1,3,IT,1
8.38,1,93,2,3,67,78,4,5,1,ME,1
6.5,8,71,4,0,83,93,2,0,2,CSE,1
5.92,3,80,4,0,70,34,2,0,1,CSE,1
8.78,10,56,0,2,57,40,4,4,3,IT,1
7.37,3,61,1,0,59,31,0,5,2,IT,0
6.13,1,94,6,3,90,22,8,4,2,EE,1
8.08,5,44,1,1,94,73,4,1,3,IT,1
5.2,3,68,3,3,99,89,0,1,2,ME,1
6.63,9,32,6,3,70,46,7,0,2,CE,1
7.34,8,60,2,2,93,22,3,1,2,CE,1
5.74,2,65,5,0,92,27,2,5,1,ECE,0
9.92,2,46,3,0,98,89,7,1,3,EE,1
6.05,9,74,6,2,95,71,3,4,2,ECE,1
5.65,7,36,1,2,99,60,7,1,3,CSE,1
6.02,10,54,2,0,92,68,1,4,3,CSE,0
8.85,1,74,0,1,67,73,7,5,1,ECE,1
7.13,7,87,0,1,100,76,4,0,3,ECE,1
7.83,9,31,2,1,98,83,1,5,2,ECE,1
5.11,9,36,6,1,64,65,8,3,3,CSE,1
5.17,4,48,0,1,58,33,3,2,3,CE,0
7.23,10,30,3,1,69,37,2,2,3,IT,1
9.08,7,72,5,1,73,69,2,1,2,CE,1
9.43,2,34,4,3,83,97,4,2,3,CSE,1
5.43,9,46,3,3,67,47,3,0,3,CSE,1
7.69,3,99,4,1,71,97,1,5,1,CSE,1
9.57,9,57,5,3,81,97,5,3,1,IT,1
6.94,8,31,0,3,73,59,0,0,3,IT,1
9.15,10,42,0,2,74,71,0,1,2,EE,1
5.67,5,99,3,2,86,35,3,3,1,ME,1
9.68,6,34,0,0,59,62,1,0,1,ECE,1
8.76,7,45,0,2,81,100,4,5,3,ME,1
9.71,5,100,5,3,85,24,8,0,2,EE,1
8.38,8,64,2,2,81,60,8,4,2,ME,1
6.82,6,72,4,1,66,39,5,0,3,ME,1
9.69,3,61,0,3,66,42,3,2,2,IT,1
6.38,6,94,2,0,91,24,4,0,1,ECE,1
6.66,1,66,0,1,74,84,3,0,1,IT,1
8.5,10,60,0,3,84,90,3,0,3,CE,1
8.83,6,37,2,3,75,79,3,2,2,EE,1
9.65,5,36,0,0,75,44,6,5,2,ME,0
6.02,9,81,2,2,88,31,5,3,3,EE,1
8.99,1,88,1,0,95,31,2,4,1,EE,1
8.69,10,66,6,3,59,55,4,2,1,IT,1
5.32,5,47,5,0,66,77,2,3,2,IT,0
6.94,1,91,2,2,76,24,3,1,2,EE,1
6.41,6,49,6,3,64,46,5,2,2,CSE,1
6.52,10,79,2,2,94,44,5,3,2,ME,1
9.91,3,83,3,3,81,94,1,3,2,EE,1
8.21,10,82,6,0,82,91,2,0,2,ECE,1
8.59,1,87,5,1,68,60,2,0,2,ECE,1
9.88,3,66,1,0,81,22,1,0,1,ECE,1
6.89,2,32,0,1,79,23,2,0,3,IT,0
9.01,5,64,4,0,96,43,0,1,3,ME,1
7.17,6,70,3,3,79,66,4,0,3,CE,1
9.35,4,43,6,1,84,43,3,0,1,ME,1
5.9,8,89,3,2,55,87,5,3,1,IT,1
9.74,4,55,1,3,86,93,7,4,2,CE,1
6.09,3,71,3,3,65,49,7,2,3,CSE,1
6.63,4,67,2,2,75,96,6,1,3,IT,1
8.78,3,40,4,0,57,85,3,2,2,ECE,1
6.97,3,70,5,1,59,79,8,0,2,EE,1
8.04,8,76,6,2,87,91,1,5,1,CE,1
7.22,7,96,6,3,100,90,5,5,3,ME,1
8.71,5,36,2,2,87,99,2,2,3,IT,1
6.14,3,61,2,0,80,72,4,2,2,EE,1
5.29,3,74,6,1,73,38,4,0,3,EE,1
6.5,10,77,5,0,66,87,5,5,2,CE,1
7.37,7,83,2,0,98,75,7,5,1,ECE,1
5.84,8,42,5,0,99,61,0,5,3,ECE,0
6.77,6,42,5,1,89,94,0,1,3,EE,1
7.0,6,78,1,2,66,57,2,1,2,ECE,1
5.29,3,84,0,3,100,76,1,5,2,EE,0
7.92,1,63,4,2,98,29,1,0,1,CE,1
9.42,10,94,4,3,68,69,6,1,2,CSE,1
5.76,9,38,5,2,76,90,5,5,1,ECE,1
7.99,4,93,4,1,78,22,3,1,1,CSE,1
8.32,5,31,6,0,82,33,0,4,2,ECE,1
7.1,5,52,2,2,67,40,7,0,2,EE,1
8.51,3,37,3,3,74,97,2,3,2,ME,1
7.05,8,89,5,1,84,54,2,2,2,IT,1
7.52,5,88,0,0,70,38,6,0,1,CE,1
5.04,5,32,4,0,78,21,4,0,2,EE,1
8.46,4,50,1,1,78,85,5,2,3,IT,1
8.31,5,37,1,0,64,94,1,2,2,CE,1
5.19,3,31,0,3,69,60,1,4,1,CE,0
6.84,8,94,4,1,59,88,0,2,3,ECE,1
9.9,2,51,1,3,76,94,1,1,3,ME,1
7.1,9,99,1,1,88,62,5,3,3,ME,1
7.51,2,72,4,1,60,68,3,0,1,EE,1
9.55,10,84,5,3,73,69,8,5,1,CE,1
8.59,10,60,6,1,92,24,1,2,1,CE,1
7.91,8,31,1,0,81,92,1,1,1,EE,1
8.99,10,80,1,0,75,50,0,2,1,IT,1
9.32,6,82,5,1,85,35,2,0,2,ECE,1
7.28,4,94,4,2,59,41,3,1,3,CE,1
7.38,5,49,1,0,56,77,5,3,3,ECE,1
6.93,2,62,2,2,78,95,4,4,2,IT,1
9.83,1,91,0,1,59,54,0,0,2,IT,1
8.49,8,79,6,2,62,80,2,1,1,ECE,1
5.42,10,94,1,1,87,37,0,3,3,IT,1
9.31,7,79,3,3,97,20,3,2,2,CSE,1
7.4,7,44,4,3,57,86,7,1,3,CSE,1
5.34,3,30,4,3,85,93,5,0,1,CE,1
7.75,8,82,6,0,73,41,8,4,3,ME,1
7.09,5,48,2,3,100,42,2,0,2,CE,1
9.39,4,92,1,2,76,25,0,4,1,CSE,1
6.02,10,73,2,3,78,61,5,1,1,ECE,1
9.13,5,69,4,3,87,32,2,4,3,CE,1
7.79,2,42,6,3,80,98,7,4,2,IT,1
5.27,2,56,3,0,89,84,4,0,3,CSE,1
9.86,2,37,6,3,59,97,0,5,3,CE,1
7.56,4,73,1,3,96,100,0,3,2,CSE,1
6.45,9,86,5,2,75,35,5,2,1,CE,1
7.35,5,60,5,3,70,38,4,3,1,EE,1
9.29,4,47,1,1,94,38,1,1,3,CE,1
6.52,2,69,4,3,66,29,2,2,3,ME,1
5.96,5,56,1,3,99,59,3,3,3,EE,1
5.65,4,80,1,1,88,66,5,4,3,ME,0
6.49,2,87,4,2,60,73,5,0,1,IT,1
8.9,6,70,2,1,63,100,3,0,3,IT,1
7.36,9,89,5,1,71,83,4,5,3,CSE,1
6.14,8,94,4,2,86,96,3,4,1,EE,1
5.83,9,48,0,3,80,88,6,4,3,CSE,1
6.66,10,44,2,2,78,40,2,4,3,CE,1
9.7,3,56,1,2,69,88,5,5,2,EE,1
6.72,3,42,0,2,74,40,7,4,3,ME,0
9.94,3,46,0,1,76,34,2,2,1,ME,1
7.43,2,36,4,2,63,45,7,3,1,CSE,1
5.9,6,42,1,0,73,69,5,5,3,ECE,0
9.46,10,74,0,2,84,32,2,5,3,ME,1
7.3,2,69,3,0,59,26,0,1,2,ECE,1
8.55,8,94,2,2,57,74,7,2,3,ME,1
9.92,10,83,0,0,66,29,5,3,2,CSE,1
5.25,5,33,4,1,74,57,1,2,1,CSE,1
5.48,7,75,0,0,83,72,7,0,2,CSE,1
8.6,6,42,1,1,55,57,4,4,1,EE,1
6.41,3,68,2,2,81,29,5,0,1,IT,1
5.92,8,58,5,0,81,34,7,2,2,ECE,1
5.2,4,75,1,2,83,74,6,5,3,IT,0
5.11,4,53,1,2,70,62,8,1,1,ECE,1
8.87,6,59,5,0,98,26,4,5,2,ME,1
5.67,9,70,5,2,68,94,0,3,2,CE,1
7.34,2,56,1,0,73,59,1,2,2,EE,0
8.03,4,81,0,1,92,74,8,0,1,CSE,1
7.14,3,86,0,3,61,21,0,5,2,IT,0
5.14,8,68,3,3,63,94,7,2,3,ME,1
8.92,2,30,4,0,67,94,4,4,3,CE,1
5.05,7,54,6,2,63,30,6,5,1,ME,1
8.81,9,30,4,2,73,63,5,4,1,CSE,1
9.47,9,38,0,0,71,73,2,1,2,ME,1
7.16,7,64,6,2,86,80,7,3,2,CSE,1
7.68,6,46,3,2,63,81,2,0,1,CSE,1
7.38,6,100,4,2,92,98,2,5,2,ME,1
6.95,8,80,0,2,58,49,1,2,3,ME,1
9.44,7,86,5,2,72,52,7,5,3,IT,1
9.47,8,64,4,2,58,55,8,1,1,IT,1
6.68,2,77,6,2,97,84,4,2,1,ME,1
8.08,3,72,5,3,92,48,5,5,3,ECE,1
9.63,8,72,5,2,99,63,3,0,1,EE,1
9.81,7,48,1,3,94,85,1,1,2,EE,1
7.54,8,50,1,2,72,67,8,4,1,IT,1
7.26,5,30,5,2,92,60,3,4,1,IT,1
6.39,7,87,6,3,71,37,6,1,2,EE,1
9.79,4,50,0,1,63,82,6,2,1,EE,1
5.71,10,57,0,3,93,94,7,0,1,CSE,1
7.9,5,78,5,0,82,38,6,1,3,ME,1
6.41,10,66,2,1,92,29,0,2,3,EE,1
6.4,9,75,6,0,58,25,5,5,2,CE,1
7.02,9,84,5,1,81,32,4,0,3,CSE,1
9.99,9,57,3,2,81,29,5,4,1,ECE,1
5.27,2,41,0,2,55,71,6,5,3,ECE,0
7.89,9,100,0,3,98,79,5,0,1,EE,1
5.41,2,52,1,0,73,20,0,2,2,EE,0
5.77,10,53,1,3,72,36,3,1,3,EE,1
7.2,2,93,1,1,68,93,4,1,3,ECE,1
7.55,2,97,2,3,98,35,1,2,1,IT,1
6.29,1,96,1,3,91,59,0,0,2,CE,1
6.58,2,84,4,1,74,27,6,4,2,EE,1
5.43,10,48,1,1,64,64,8,0,2,IT,1
6.52,5,53,4,0,94,90,4,4,2,ECE,1
9.83,1,44,5,1,85,56,5,1,2,EE,1
9.72,2,53,3,1,100,24,0,5,1,CE,1
6.67,6,44,4,3,82,69,2,2,2,CSE,1
7.85,4,58,2,0,55,94,2,1,2,CSE,1
9.55,7,69,2,2,90,36,8,2,1,CSE,1
5.03,4,67,0,0,65,77,7,0,2,IT,1
9.05,8,87,3,1,56,56,0,2,1,CSE,1
9.74,2,31,5,1,65,91,7,3,1,EE,1
5.46,8,77,4,1,65,62,7,4,3,ECE,1
5.81,3,53,4,0,68,33,3,0,2,EE,1
9.8,4,35,4,2,71,84,8,0,2,ECE,1
7.69,8,33,4,3,75,81,0,5,3,ME,1
5.07,8,97,2,0,57,100,1,2,1,CSE,1
6.29,4,83,1,3,100,99,3,3,2,CE,1
7.25,3,40,1,2,78,80,7,0,2,CSE,1
8.46,10,96,0,1,65,22,8,4,2,CE,1
8.67,7,47,3,0,88,68,3,1,2,ME,1
9.98,10,70,3,0,62,80,4,1,1,EE,1
6.44,7,37,3,0,74,33,2,5,3,ECE,0
7.69,10,84,3,3,85,41,5,4,1,EE,1
7.67,6,88,4,3,71,73,1,0,3,CSE,1
7.03,5,58,2,1,64,65,7,3,3,CE,1
5.85,2,69,4,0,70,56,7,4,3,CE,0
9.89,6,46,4,1,66,51,3,0,3,ME,1
9.27,9,98,0,1,65,91,5,5,2,ECE,1
7.49,2,98,1,0,99,28,8,2,1,CE,1
8.02,7,75,4,1,96,56,5,3,1,CE,1
6.14,7,88,5,1,63,71,0,0,1,EE,1
7.72,10,98,4,2,89,98,8,2,2,CSE,1
8.47,1,55,1,0,63,60,0,1,2,EE,1
7.58,6,71,3,0,77,36,6,0,2,CE,1
9.95,3,99,2,1,94,85,7,5,1,EE,1
8.06,7,90,2,3,92,62,8,3,1,IT,1
6.85,7,68,4,1,83,83,2,5,1,CE,1
8.86,4,93,4,1,97,44,4,1,3,CE,1
5.85,7,60,5,1,77,23,1,4,2,CE,0
6.92,4,50,6,1,91,48,6,1,3,IT,1
6.73,5,48,3,1,79,59,4,0,3,IT,1
7.16,3,97,6,1,69,24,1,3,2,EE,1
8.91,2,35,6,3,69,91,5,0,1,ECE,1
7.42,9,57,4,0,65,68,6,3,1,IT,1
8.97,1,35,3,0,61,100,2,2,2,ECE,1
7.88,1,96,0,1,67,54,5,5,3,CE,0
6.71,10,96,0,0,63,73,8,0,2,CSE,1
9.05,7,30,4,3,87,21,2,0,1,CSE,1
6.19,3,90,3,3,56,23,0,0,3,CSE,1
6.12,6,80,0,3,72,32,4,4,3,ECE,1
7.52,1,64,6,0,90,76,1,1,3,ECE,1
6.3,4,93,1,3,83,66,4,2,3,ME,1
5.05,8,71,1,1,61,27,3,4,2,EE,0
8.24,2,38,6,3,81,50,6,5,3,CE,1
7.56,6,37,6,1,64,71,8,1,3,CSE,1
7.23,4,30,4,1,98,77,5,2,2,CE,1
9.83,3,45,4,3,86,48,8,2,2,CE,1
7.86,9,74,0,2,91,83,5,4,2,IT,1
9.32,10,58,3,0,71,56,5,1,1,EE,1
5.7,8,65,1,0,75,50,4,3,2,IT,1
7.85,9,36,0,3,67,47,7,0,1,ECE,1
9.34,4,62,2,0,76,33,5,2,2,CSE,1
7.92,3,90,0,0,84,50,2,4,2,ME,0
8.59,5,81,3,0,89,22,5,1,3,CE,1
6.86,7,57,1,2,74,46,8,1,2,ECE,1
5.46,9,83,1,3,57,92,4,1,1,CSE,1
7.29,7,82,4,2,60,25,3,5,2,ME,1
6.97,5,86,3,3,60,46,5,0,3,ECE,1
9.34,4,55,6,1,81,95,1,5,2,EE,1
6.22,7,61,5,0,56,26,1,1,2,ECE,1
9.83,6,63,5,3,57,38,3,0,3,EE,1
9.79,4,74,1,3,81,49,8,2,1,ME,1
6.24,7,36,3,2,92,27,5,0,2,IT,1
6.74,1,37,6,1,84,74,6,1,1,ME,1
9.48,2,30,4,2,59,78,6,5,3,CE,1
9.83,3,92,2,0,76,69,5,0,1,CE,1
7.22,8,68,4,0,73,32,1,0,1,IT,1
6.6,10,59,4,0,60,45,1,2,2,ECE,1
7.63,9,72,6,2,96,54,7,5,1,ME,1
8.44,7,88,5,0,69,75,1,2,2,CSE,1
6.37,8,37,5,3,66,97,4,1,1,IT,1
8.68,3,64,5,1,87,42,6,0,3,CSE,1
5.26,5,83,3,0,58,42,5,4,3,ME,0
5.25,10,95,2,2,70,28,4,3,2,ME,1
6.93,5,85,3,3,66,100,8,5,1,CSE,1
6.77,9,47,3,3,88,40,4,1,3,EE,1
6.58,1,68,1,1,58,34,7,5,3,ECE,0
7.46,9,72,3,1,83,86,2,1,3,EE,1
6.6,1,87,6,2,64,56,3,5,2,CSE,1
5.96,2,91,1,2,98,54,7,5,1,ME,1
6.55,1,87,1,3,85,75,5,1,2,ECE,1
9.87,4,48,4,1,82,50,4,2,2,EE,1
7.06,10,71,1,3,100,64,4,1,1,ECE,1
7.22,10,73,2,2,57,31,3,4,3,ME,1
7.88,1,72,4,0,93,73,5,4,2,CE,1
9.92,6,30,6,1,70,39,1,5,3,EE,1
6.21,9,57,0,3,64,59,5,4,1,CE,1
8.41,10,47,3,3,82,27,8,2,1,ECE,1
8.58,10,78,4,0,61,86,6,0,2,IT,1
8.04,3,40,2,2,56,41,3,5,1,CSE,0
5.44,9,40,2,1,91,98,2,0,3,IT,1
8.38,4,75,6,3,95,55,1,4,2,IT,1
5.32,7,36,2,2,57,88,1,2,2,CSE,1
7.98,9,30,0,3,85,60,0,3,2,CE,1
8.7,5,43,2,2,87,72,6,5,3,CSE,1
6.05,2,60,2,1,56,70,7,1,1,CSE,1
9.21,2,82,3,0,83,38,1,0,3,CSE,1
5.15,9,72,5,0,73,81,4,3,3,CSE,1
9.22,6,60,6,3,62,51,1,0,2,EE,1
7.3,2,40,1,2,79,57,1,5,2,EE,0
6.09,4,91,6,1,100,75,7,5,1,IT,1
5.67,1,38,5,3,68,71,5,1,3,IT,1
9.77,9,75,4,1,83,46,4,0,3,ECE,1
5.36,4,76,1,2,64,85,2,2,1,ECE,1
6.0,5,91,2,1,78,33,6,3,2,ECE,1
6.74,8,39,4,0,97,92,8,4,2,CSE,1
8.1,3,72,0,1,89,87,4,2,2,CSE,1
7.72,4,77,4,2,66,47,3,1,3,ECE,1
5.63,1,37,6,3,86,51,2,5,2,IT,0
6.45,3,55,6,1,63,100,6,1,1,EE,1
6.19,2,30,4,0,100,56,0,1,1,IT,1
